DOI	volume	received	accepted	online	title	authors
10.1007/s12517-020-05408-5	13	02-Aug-19	30-Apr-20	28-May-20	Water quality and sediment contamination assessment of the Batllava Lake in Kosovo using fractionation methods and pollution indicators	"Malsiu, Avni; Shehu, Ilir; Stafilov, Trajče; Faiku, Fatmir"
10.1007/s12517-020-05451-2	13	05-Sep-18	18-May-20	06-Jun-20	Modelling of land-use change in Thailand using binary logistic regression and multinomial logistic regression	"Buya, Suhaimee; Tongkumchum, Phattrawan; Owusu, Bright Emmanuel"
10.1007/s12517-020-05440-5	13	16-Jul-19	16-May-20	03-Jun-20	Experimental investigation of the mechanical behaviors of brittle rock materials containing en echelon boreholes	"Wu, Yue; Yang, Xu-Xu; Sun, De-Kang"
10.1007/s12517-020-05457-w	13	08-Jul-19	18-May-20	10-Jun-20	"Geodiversity and geotourism in Greater Cairo area, Egypt: implications for geoheritage revival and sustainable development"	"Kharbish, Sherif; Henaish, Ahmed; Zamzam, Sara"
10.1007/s12517-020-05501-9	13	26-Jan-18	28-May-20	10-Jun-20	The coal pillar design method for a deep mining roadway based on the shape of the plastic zone in surrounding rocks	"Li, Ji"
10.1007/s12517-020-05503-7	13	01-Oct-18	28-May-20	12-Jun-20	A new method to determine the sensitivity of coal and gas outburst prediction index	"Mou, Junhui; Liu, Huihui; Zou, Yinhui; Li, Qiulin"
10.1007/s12517-020-05410-x	13	28-Sep-19	30-Apr-20	16-Jun-20	Hydrochemical assessment and groundwater quality of Koysinjaq area in Kurdistan Region-Iraq	"Seeyan, Shwan"
10.1007/s12517-020-05536-y	13	14-Aug-19	03-Jun-20	16-Jun-20	A review of mechanical properties and constitutive theory of rock mass anisotropy	"Yan, Bingqian; Wang, Peitao; Ren, Fenhua; Guo, Qifeng; Cai, Meifeng"
10.1007/s12517-020-05328-4	13	10-Dec-18	18-Apr-20	20-May-20	Rock burst risk assessment in deep-buried underground caverns: a novel analysis method	"Li, Zhiqiang; Xue, Yiguo; Li, Shucai; Qiu, Daohong; Zhang, Lewen; Zhao, Ying; Zhou, Binghua"
10.1007/s12517-020-05476-7	13	17-Feb-20	25-May-20	14-Jun-20	Coal combustion analysis using Rock-Eval: importance of S4-Tpeak	"Hazra, Bodhisatwa; Sarkar, Pinaki; Chakraborty, Prasenjeet; Mahato, Abhishek; Raghuvanshi, Gaurav; Singh, Pradeep K.; Singh, Ashok K.; Mukherjee, Ashis"
10.1007/s12517-020-05392-w	13	01-Apr-19	30-Apr-20	22-May-20	Deformation characteristics of high-porosity rock mass with a single flaw under axial loading and lateral restraint	"Wang, Wenxue; Li, Yang; Wang, Zhongfu"
10.1007/s12517-020-05456-x	13	18-Aug-19	18-May-20	02-Jun-20	Investigation of effects of dynamic loads in metro tunnels during construction and operation on existing buildings	"Namli, Mücahit; Aras, Fuat"
10.1007/s12517-020-05396-6	13	11-Oct-19	30-Apr-20	01-Jun-20	High-density polyurethane rigid foam usability as liner support material in rock engineering	"Komurlu, Eren"
10.1007/s12517-020-05365-z	13	15-Aug-18	28-Apr-20	05-Jun-20	Spatial regionalisation of morphometric characteristics of mini watershed of Northern Foreland of Peninsular India	"Yadav, Sandeep Kumar; Dubey, Alok; Singh, Sudhir Kumar; Yadav, Diwakar"
10.1007/s12517-020-05383-x	13	13-Sep-19	28-Apr-20	03-Jun-20	Identifying impacts of land use change on soil redistribution at different slope positions using magnetic susceptibility	"Ayoubi, Shamsollah; Moazzeni Dehaghani, Saeid"
10.1007/s12517-020-05439-y	13	31-Dec-18	16-May-20	07-Jun-20	"Signature of buried channels as deduced from subsurface GPR survey at Southwest coast of Tamil Nadu, India"	"Prasad, Pankaj; Loveson, Victor Joseph"
10.1007/s12517-020-05373-z	13	09-Jul-19	28-Apr-20	25-May-20	Mechanical properties of limestone from Maixi tunnel under hydro-mechanical coupling	"Song, Zhanping; Cheng, Yun; Tian, Xiaoxu; Wang, Junbao; Yang, Tengtian"
10.1007/s12517-020-05505-5	13	23-Jul-19	28-May-20	17-Jun-20	Neural network–based prediction methods for height of water-flowing fractured zone caused by underground coal mining	"Dai, Song; Han, Bo; Liu, Shiliang; Li, Ningbo; Geng, Fei; Hou, Xizhong"
10.1007/s12517-020-05443-2	13	03-Jan-20	16-May-20	12-Jun-20	Tracing and assessment of simultaneous dust storms in the cities	
of Ahvaz and Kermanshah in western Iran based on the new approach	"Rajaee, Taher; Rohani, Nima; Jabbari, Ehsan; Mojaradi, Barat"					
10.1007/s12517-020-05499-0	13	08-Jul-19	28-May-20	15-Jun-20	Study on effect of encasing on pull-out response of granular anchor pile foundation	"Malhotra, Heena; Singh, Sanjay Kumar"
10.1007/s12517-020-05461-0	13	24-Jan-20	18-May-20	11-Jun-20	Magnitude of completeness for the Northern stations of the Egyptian National Seismological Network	"Hafiez, H. E. Abdel; Toni, Mostafa"
10.1007/s12517-020-05423-6	13	05-Feb-20	01-May-20	24-May-20	"Late Quaternary activity characteristics of the strike-slip Dongbielieke Fault in West Junggar, China"	"Yao, Yuan; Li, Shuai; Huang, Shuaitang; Jia, Hailiang"
10.1007/s12517-020-05414-7	13	09-Dec-19	30-Apr-20	26-May-20	The improvement of ecological environment index model RSEI	"Ning, Li; Jiayao, Wang; Fen, Qin"
10.1007/s12517-020-05474-9	13	14-Oct-19	25-May-20	10-Jun-20	Experimental study on seepage characteristics and water inrush of filled karst structure in tunnel	"Meng, Yaoyao; Jing, Hongwen; Yin, Qian; Wu, Xingjie"
10.1007/s12517-020-05454-z	13	21-Mar-19	18-May-20	10-Jun-20	Coal pillar size design and surrounding rock control techniques in deep longwall entry	"Yang, Renshu; Zhu, Ye; Li, Yongliang; Li, Weiyu; Lin, Hai"
10.1007/s12517-020-05407-6	13	05-Jul-19	30-Apr-20	31-May-20	Evaluation of coastal vulnerability and exposure to erosion and submersion risks in Bou Ismail Bay (Algeria) using the coastal risk index (CRI)	"Chaib, Walid; Guerfi, Mokhtar; Hemdane, Yacine"
10.1007/s12517-020-05324-8	13	06-Dec-19	18-Apr-20	29-May-20	"Application of remote-sensing techniques in geological and structural mapping of Atalla Shear Zone and Environs, Central Eastern Desert, Egypt"	"Hamimi, Zakaria; Hagag, Wael; Kamh, Samir; El-Araby, Asmaa"
10.1007/s12517-020-05487-4	13	26-Mar-19	26-May-20	12-Jun-20	Classification of hyperspectral images by deep learning of spectral-spatial features	"Ding, Haiyong; Xu, Luming; Wu, Yue; Shi, Wenzhong"
10.1007/s12517-020-05469-6	13	11-Oct-18	20-May-20	05-Jun-20	Assessing the impact of groundwater mixing and sea water intrusion on oil production in coastal oil fields using resistivity sounding methods	"Morsy, Essam A.; Othman, Abdullah"
10.1007/s12517-020-05555-9	13	24-Oct-19	04-Jun-20	17-Jun-20	Monitoring and investigating the possibility of forecasting drought in the western part of Iran	"Safarian Zengir, Vahid; Sobhani, Behrouz; Asghari, Sayyad"
10.1007/s12517-020-05332-8	13	12-Aug-19	18-Apr-20	28-May-20	"Application of sequential indicator simulation, sequential Gaussian simulation and flow zone indicator in reservoir-E modelling; Hatch Field Niger Delta Basin, Nigeria"	"Jika, Hilary Terkula; Onuoha, Mosto Kalu; Okeugo, Chidi Gabriel; Eze, Martina Onyinye"
10.1007/s12517-020-05431-6	13	24-Nov-18	15-May-20	06-Jun-20	"Rainfall and drought variability in spatial and temporal context in Lop Nor region, South Xinjiang, China, during 1981–2018"	"Ullah, Ikram; Yuanjie, Zhao; Ali, Sajjad; Rahman, Ghani"
10.1007/s12517-020-05358-y	13	24-Nov-18	25-Apr-20	30-May-20	A numerical study on mechanical behavior of jointed rock masses after tunnel excavation	"Zhang, Wanzhi; Xu, Bangshu; Mei, Jie; Yue, Guangyao; Shi, Weihang"
10.1007/s12517-020-05319-5	13	17-Apr-19	18-Apr-20	26-May-20	Mechanism of seepage-stress fault water inrush and grouting seal	"Zhao, Jinhai; Bo, Li; Juntao, Chen; Ning, Jiang"
10.1007/s12517-020-05389-5	13	18-Oct-16	30-Apr-20	06-Jun-20	Numerical analyses of mesh size effects on core discing	"Lin, Songqing; Zhang, Chuanqing; Zhou, Hui; Dai, Feng"
10.1007/s12517-020-05376-w	13	25-Dec-19	28-Apr-20	06-Jun-20	Effect of garden waste biochar on the bioavailability of heavy metals and growth of Brassica juncea (L.) in a multi-contaminated soil	"Awad, Mahrous; Moustafa-Farag, Mohamed; Wei, Lan; Huang, Qing; Liu, Zhongzhen"
10.1007/s12517-020-05432-5	13	13-May-19	15-May-20	30-May-20	The impact of opening the Arctic Northeast Passage on the global maritime transportation network pattern using AIS data	"Mou, Naixia; Li, Jie; Sun, Shuyue; Yang, Tengfei; Zhang, Lingxian; Zhang, Hengcai; Liu, Wenbao"
10.1007/s12517-020-05534-0	13	20-Mar-18	03-Jun-20	16-Jun-20	Artificial landslides monitoring based on wireless ranging using a nonlinear least squares estimation	"Zhang, Qinghua; Chen, Zhengsheng"
10.1007/s12517-020-05516-2	13	27-Apr-20	03-Jun-20	11-Jun-20	Prevention of hematite settling using synthetic layered silicate while drilling high-pressure wells	"Basfar, Salem; Elkatatny, Salaheldin"
10.1007/s12517-020-05480-x	13	02-Sep-19	25-May-20	16-Jun-20	"Syn-depositional fault control on hydrocarbon migration and accumulation pattern: a case study from Tangbei Area, Bohai Bay Basin, NE China"	"Xia, Shiqiang; Ahmad, Nadeem; Zhang, Zhenguo; Gao, Lianfeng; Ji, Xinyuan; Zhu, Yi"
10.1007/s12517-020-05465-w	13	07-Mar-19	19-May-20	08-Jun-20	Spatial variability of soil organic matter in a gravel-sand mulched jujube orchard at field scale	"Zhao, Wenju; Cao, Taohong; Li, Zongli; Luo, Minqiang; Su, Yu"
10.1007/s12517-020-05441-4	13	30-Aug-19	16-May-20	04-Jun-20	Enhancing phosphorus availability in two variable charge soils by the amendments of crop straw biochars	"Kamran, Muhammad Aqeel; Nkoh, Jackson Nkoh; Xu, Ren-Kou; Jiang, Jun"
10.1007/s12517-020-05323-9	13	27-Oct-19	18-Apr-20	04-Jun-20	"Geology and evolutionary stages of the Late Precambrian Hammamat sediments at Gebel Um Tawat, North Eastern Desert, Egypt"	"Khalifa, Asmaa Adel; Khamis, Hossam Anwer; El-Sayed, Mohamed Mohamed; Shalaby, Mahmoud Hany"
10.1007/s12517-020-05453-0	13	19-Mar-19	18-May-20	04-Jun-20	Aeromagnetic anomaly map for India: the scientific need	"Patibandla, Chandrasekhar; Dadhwal, Vinay Kumar"
10.1007/s12517-020-05527-z	13	03-Sep-19	03-Jun-20	13-Jun-20	Isotopic estimation of the anthropogenic effect on the quality of groundwater in the Skhira agricultural region -Sfax (Tunisia)	"Souidi, Yousra; Jarray, Hanen; Rigane, Hafedh; Carrey, Raul; Barbieri, Manuela; Soler Gil, Albert; Loumerem, Mohamed; Larayedh, Olfa; Moussa, Mohamed"
10.1007/s12517-020-05459-8	13	14-Sep-19	18-May-20	12-Jun-20	"Mapping of near-surface formations by refraction seismic tomography: a case study from Al-Amerat, Sultanate of Oman"	"Farfour, Mohammed; Al-Hosni, Talal"
10.1007/s12517-020-05444-1	13	18-Jan-20	16-May-20	17-Jun-20	"Climate change impacts on floodway and floodway fringe: a case study in Shahrchay River Basin, Iran"	"Rahmani-Rezaeieh, Aidin; Mohammadi, Mirali; Danandeh Mehr, Ali"
10.1007/s12517-020-05445-0	13	07-Jan-19	16-May-20	15-Jun-20	"GIS-based DRASTIC and modified DRASTIC techniques for assessing groundwater vulnerability to pollution in Torghabeh-Shandiz of Khorasan County, Iran"	"Amiri, Fazel; Tabatabaie, Tayebeh; Entezari, Mehri"
10.1007/s12517-020-05395-7	13	26-Aug-19	30-Apr-20	26-May-20	Study on the risk assessment and forewarning model of groundwater pollution	"Li, Yang; Yang, Renchao; Qu, Xingyue; Qu, Xingwei; Du, Yannan; De, Shuvabrata"
10.1007/s12517-020-05372-0	13	02-May-19	28-Apr-20	20-May-20	The evaluation of acid mine drainage by kinetic procedures and empirical models for field scale behaviour	"Kalyoncu Erguler, Güzide; Erguler, Zeynal Abiddin"
10.1007/s12517-020-05364-0	13	10-May-18	28-Apr-20	26-May-20	The effect of Dead Sea salt solution on the engineering properties of expansive subgrade clayey soil	"Al Hattamleh, Omar; Aldeeky, Hussein; Rabab’ah, Samar; Taamneh, Madhar"
10.1007/s12517-020-05387-7	13	02-May-19	30-Apr-20	26-May-20	Strain-based non-Darcy permeability properties in crushed rock accompanying mass loss	"Wang, Luzhen; Kong, Hailing; Yin, Yong; Xu, Bing; Zhang, Dan"
10.1007/s12517-020-05416-5	13	20-Jan-20	01-May-20	22-May-20	Phase distributions in a porous medium after the first breakthrough	"Ouerfelli, Hanene; Najjari, Mustapha; BenNasrallah, Sassi"
10.1007/s12517-020-05368-w	13	20-Mar-19	28-Apr-20	21-May-20	Experimental and finite element analysis of marble with double pre-existing flaws under loading-unloading conditions	"Song, Yan-qi; Li, Xiang-shang; Zhou, Tao; Li, Ming"
10.1007/s12517-020-05384-w	13	15-Nov-19	28-Apr-20	09-Jun-20	Evaluation of thermal stimulation in hydrate reservoirs under hot-water cyclic injection	"Gao, Yanfang; Chen, Mian"
10.1007/s12517-020-05350-6	13	12-Mar-18	25-Apr-20	13-Jun-20	"Geomorphic and paleoseismological evidence of active Kachchh Mainland Fault, Kachchh, India"	"Kothyari, Girish Ch; Kandregula, Raj Sunil; Chauhan, Gaurav; Thakkar, M. G"
10.1007/s12517-020-05330-w	13	01-Aug-19	18-Apr-20	24-May-20	"Research on the anisotropy, size effect, and sampling interval effect of joint surface roughness"	"Yan, Fayuan; Ban, Liren; Qi, Chengzhi; Shan, Renliang; Yuan, Honghu"
10.1007/s12517-020-05446-z	13	15-Aug-19	16-May-20	06-Jun-20	Impact of urbanization on desert flash flood generation	"Almousawi, Duaa; Almedeij, Jaber; Alsumaiei, Abdullah A."
10.1007/s12517-020-05471-y	13	04-Jun-19	20-May-20	08-Jun-20	Three-dimensional simulation of rock breaking efficiency under various impact drilling loads	"Yang, Yandong; Liao, Hualin; Niu, Jilei; Wang, Zhen; Chen, Junhai"
10.1007/s12517-020-05477-6	13	09-Feb-20	25-May-20	09-Jun-20	Characterization of cadmium adsorption on two cost-effective biochars for water treatment	"Hamzenejad Taghlidabad, Roghaie; Sepehr, Ebrahim; Khodaverdiloo, Habib; Samadi, Abbas; Rasouli-Sadaghiani, Mir Hassan"
10.1007/s12517-020-05460-1	13	06-Sep-19	18-May-20	11-Jun-20	Evolution of petroleum generation and expulsion of the oil-source rock in the north-western Say’un-Masilah Basin as inferred from 1D basin models of a single well (Al-Qarn-01)	"Hakimi, Mohammed Hail; Alaug, Abdulwahab S.; Lashin, Aref A.; Yahya, Madyan M. A.; Ismail, Ismail M.; Al-Maghrabi, Ekhlas A.; Mogram, Shrook A."
10.1007/s12517-020-05398-4	13	14-Nov-19	30-Apr-20	07-Jun-20	"Aboveground biomass estimation and carbon stock assessment along a topographical gradient in the forests of Manipur, Northeast India"	"Sharma, Kiran; Saikia, Anup; Goswami, Santonu; Borthakur, Monjit"
10.1007/s12517-020-05528-y	13	02-Aug-18	03-Jun-20	16-Jun-20	Theoretical analysis of equivalent hydrostatic stress attenuation in surrounding rocks after excavation	"Sun, Yidan; Yang, Yu; Yang, Mengze; He, Jinchan"
10.1007/s12517-020-05537-x	13	06-Jan-20	03-Jun-20	15-Jun-20	Summer maximum temperature over the gulf cooperation council states in the twenty-first century: multimodel simulations overview	"Almazroui, Mansour"
10.1007/s12517-020-05430-7	13	03-May-19	15-May-20	16-Jun-20	"A unified approach for hydrological modeling of arid catchments for flood hazards assessment: case study of wadi Itwad, southwest of Saudi Arabia"	"Elfeki, Amro; Masoud, Milad; Basahi, Jalal; Zaidi, Syed"
10.1007/s12517-020-05437-0	13	09-Dec-19	16-May-20	04-Jun-20	New input selection procedure for machine learning methods in estimating daily global solar radiation	"Biazar, Seyed Mostafa; Rahmani, Vahid; Isazadeh, Mohammad; Kisi, Ozgur; Dinpashoh, Yagob"
10.1007/s12517-020-05462-z	13	31-Jan-20	18-May-20	10-Jun-20	Depositional environment and geomechanical properties of Cambay Shale: potential reservoir for shale oil and gas in India	"De, Sanjukta; Aastha, NO-GIVEN-NAME; Sengupta, Debashish"
10.1007/s12517-020-05357-z	13	30-Dec-19	25-Apr-20	21-May-20	Stability evaluation of flat large-span cavern in jointed rock mass	"Kong, Da-qing; Qiao, Chun-sheng; Xue, Gan-cheng"
10.1007/s12517-020-05333-7	13	01-Oct-19	18-Apr-20	21-May-20	Effect of climate change on cash crops yield in Pakistan	"Akbar, Haseeb; Gheewala, Shabbir H."
10.1007/s12517-020-05363-1	13	11-Aug-18	28-Apr-20	30-May-20	Comparing performance of random forest and adaptive neuro-fuzzy inference system data mining models for flood susceptibility mapping	"Vafakhah, Mehdi; Mohammad Hasani Loor, Sajad; Pourghasemi, Hamidreza; Katebikord, Azadeh"
10.1007/s12517-020-05348-0	13	18-Oct-17	25-Apr-20	30-May-20	Discrete element modeling on crack evolution behavior of sandstone containing two oval flaws under uniaxial compression	"Tian, Wen-Ling; Yang, Sheng-Qi; Huang, Yan-Hua"
10.1007/s12517-020-05420-9	13	29-Aug-19	01-May-20	30-May-20	"Establishment of natural radioactivity baseline, mapping, and radiological hazard assessment in soils of Al-Qassim, Al-Ghat, Al-Zulfi, and Al-Majmaah"	"Alharbi, Thamer"
10.1007/s12517-020-05492-7	13	15-Oct-19	28-May-20	15-Jun-20	Analysis of the distribution characteristics and laws of in situ stress in China’s coal mines	"Guo, Hongjun; Ji, Ming; Zhao, Weisheng"
10.1007/s12517-020-05486-5	13	14-Nov-18	25-May-20	14-Jun-20	GIS-based evaluation of the speed limit increase on urban arterial traffic safety in Ankara	"Ture Kibar, Funda; Tuydes-Yaman, Hediye"
10.1007/s12517-020-05458-9	13	07-Aug-19	18-May-20	13-Jun-20	Numerical simulation study on the evolution law of mine pressure in deep mining	"Qiao, Chen; Li, Chang-hong; Wei, Xiao-ming; Hu, Yong-yue"
10.1007/s12517-020-05361-3	13	31-Aug-19	25-Apr-20	03-Jun-20	"Benthic foraminifera as bioindicators of environmental quality of Dammam Al-Jubail area, Arabian Gulf, Saudi Arabia"	"Al-Kahtany, Khaled; Youssef, Mohamed; El-Sorogy, Abdelbaset; Al-Kahtany, Fahd"
10.1007/s12517-020-05448-x	13	26-Sep-19	16-May-20	16-Jun-20	A study on the relationship between graptolites and shale gas enrichment in the Wufeng–Longmaxi Formations of the Middle–Upper Yangtze region in China	"Shi, Wenrui; Wang, Xingzhi; Wang, Ziyi; Shi, Yuanhui; Feng, Aiguo; Chen, Naidong"
10.1007/s12517-020-05435-2	13	22-Oct-19	16-May-20	04-Jun-20	Effect of temperature on shale strength under dynamic impact loading	"Yang, Guoliang; Liu, Jie; Li, Xuguang; Bi, Jingjiu"
10.1007/s12517-020-05366-y	13	14-Dec-18	28-Apr-20	01-Jun-20	Simulation of water balance equation components using SWAT model in Samalqan Watershed (Iran)	"Nasiri, Shima; Ansari, Hossein; Ziaei, Ali Naghi"
10.1007/s12517-020-05317-7	13	12-Nov-19	18-Apr-20	15-May-20	Gravity applications in estimating the mass variations in the Middle East: a case study from Iran	"Mohamed, Ahmed"
10.1007/s12517-020-05341-7	13	18-Aug-19	18-Apr-20	03-May-20	The invasion of drilling fluid into coal under fluctuating wellbore pressure	"Zheng, Shuangjin; Liu, Yu; Pan, Yi; Liu, Tao; Du, Dongnan"
10.1007/s12517-020-05401-y	13	27-Feb-19	30-Apr-20	12-May-20	Spatial distribution characteristics of nitrogen pollution in a typical karst groundwater system	"Wang, Kairan; Chen, Huawei; Li, Fulin; Guo, Fang; Jiang, Guanghui"
10.1007/s12517-020-05411-w	13	19-Jan-19	30-Apr-20	18-May-20	Local Weakening Laws and Energy Transformation of Roadway Surrounding Rock with Structural Planes	"Zhang, Shukun; Tang, Nannan"
